BHK,Bathroom,Parking,Area,Per_Sqft,Furnishing,Status,Transaction,Type,Locality,Price
2,1,,675,3259,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,2200000
2,2,1,850,3294,Semi-Furnished,Ready_to_move,Resale,Apartment,Mehrauli,2800000
3,3,1,800,3294,Semi-Furnished,Ready_to_move,Resale,Apartment,Mehrauli,4500000
1,1,1,405,3294,Furnished,Ready_to_move,Resale,Apartment,Mehrauli,1800000
3,3,1,1350,3294,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Mehrauli,8500000
3,3,1,1350,3294,Unfurnished,Ready_to_move,New_Property,Apartment,Mehrauli,8500000
1,1,1,450,3294,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Mehrauli,1700000
3,3,2,1300,3294,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Mehrauli carpet area 1300 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 2 Covered bathroom 3 balcony 2 ownership Freehold 3 bhk flat with attached washroom, modular kitchen, IInd floor, one car and one bike parking, lift, gated society, security, cctv camera, water backup. read more Contact Agent View Phone No. Share Feedback Agent India Bhoomi",7000000
3,2,2,1050,3294,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Mehrauli,5600000
4,3,2,1675,8060,Furnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,13500000
3,3,2,1250,8060,Unfurnished,Almost_ready,New_Property,Builder_Floor,Mehrauli,8500000
3,3,5,1080,8060,Unfurnished,Ready_to_move,New_Property,Apartment,Mehrauli,6000000
3,3,5,1170,8060,Unfurnished,Almost_ready,New_Property,Builder_Floor,"Andheria Mor, Mehrauli",7200000
3,2,1,1250,8060,Semi-Furnished,Ready_to_move,Resale,Apartment,Mehrauli carpet area 1250 sqft status Ready to Move floor Ground out of 8 floors transaction Resale furnishing Semi-Furnished facing East overlooking Main Road car parking 1 Covered bathroom 2 balcony 3 ownership Freehold The flat located are very good condition and well developed area. The flat area are very spaciable. This flat balcony view is very best society very neat and clean. read more Contact Agent View Phone No. Share Feedback Agent Bharti Real Estate 100+ Buyers Served,6500000
3,3,1,1500,8060,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Andheria Mor, Mehrauli",8400000
3,3,1,1350,8060,Unfurnished,Ready_to_move,New_Property,Apartment,Mehrauli,8500000
2,2,1,855,4678,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,4000000
1,1,1,540,3148,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,1700000
3,2,1,1044.0983,3148,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,6000000
1,1,1,405,3148,Semi-Furnished,Ready_to_move,Resale,Apartment,Mehrauli,1600000
1,2,1,500,4200,Semi-Furnished,Ready_to_move,Resale,Apartment,Mehrauli,2100000
1,1,1,450,3778,Furnished,Ready_to_move,Resale,Apartment,Mehrauli,1700000
1,1,1,405,3778,Unfurnished,Ready_to_move,Resale,Apartment,"Andheria Mor, Mehrauli",1500000
1,1,1,405,2963,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,1200000
1,1,1,450,3667,Unfurnished,Ready_to_move,Resale,Apartment,"Brijwasi Colony, Mehrauli",1650000
2,2,1,173,3667,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,3500000
3,2,1,1100,7727,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,8500000
2,2,1,600,5333,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mehrauli,3200000
3,2,1,800,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Mahavir Enclave,4400000
4,3,1,990,,Unfurnished,Almost_ready,New_Property,Builder_Floor,Mahavir Enclave Part 1,7200000
3,2,1,1100,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Mahavir Enclave Part 1,7500000
3,2,1,1100,,Unfurnished,Ready_to_move,New_Property,Apartment,Mahavir Enclave,6500000
2,2,1,527,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave Part 1,3500000
2,2,1,1000,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave Part 1 carpet area 1000 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished facing East car parking 1 Covered bathroom 2 balcony 2 East Facing Property this property is for sale purpose.......................... Contact Owner View Phone No. Share Feedback Owner Twinkle Sudan,6500000
3,2,1,1000,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave Part 1,6200000
1,1,1,450,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Mahavir Enclave Part 1,2500000
2,2,1,600,,Semi-Furnished,Ready_to_move,New_Property,Apartment,Mahavir Enclave,3000000
3,2,1,950,,Furnished,Ready_to_move,New_Property,Builder_Floor,Mahavir Enclave Part 1,6000000
3,2,1,855,,Unfurnished,Ready_to_move,Resale,Apartment,Mahavir Enclave Part 1,4800000
2,2,1,770,4922,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Mahavir Enclave,3790000
3,2,1,810,4922,Semi-Furnished,Ready_to_move,New_Property,Apartment,Mahavir Enclave,4200000
2,2,1,710,4922,Unfurnished,Ready_to_move,Resale,Apartment,Mahavir Enclave,2900000
3,2,1,950,4922,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave Part 1,5000000
1,1,1,450,4922,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Mahavir Enclave Part 1,2100000
2,2,1,500,4922,Semi-Furnished,Ready_to_move,Resale,Apartment,Mahavir Enclave Part 1,3200000
2,1,1,600,4922,Semi-Furnished,Ready_to_move,Resale,Apartment,Mahavir Enclave Part 1,3000000
1,1,1,420,4922,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave Part 1,2300000
3,2,1,900,6556,Semi-Furnished,Almost_ready,New_Property,Builder_Floor,Mahavir Enclave Part 1,5900000
3,2,1,945,5820,Semi-Furnished,Ready_to_move,Resale,Apartment,Mahavir Enclave Part 1,5500000
2,2,1,565,5820,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave carpet area 565 sqft status Ready to Move floor Ground out of 1 floor transaction Resale furnishing Unfurnished facing East car parking 1 Covered bathroom 2 balcony 1 ownership Freehold East Facing Property This Freehold Builder Floor Apartment is located at Ground floor in a building of total 1 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. High quality flooring of types Granite are available in different rooms. read more Contact Owner View Phone No. Share Feedback Owner Adesh Sah,3500000
2,1,1,450,3778,Semi-Furnished,Ready_to_move,Resale,Apartment,Mahavir Enclave Part 3,1700000
1,1,1,430,3778,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Mahavir Enclave,1850000
2,2,1,550,3778,Unfurnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave,2300000
3,2,1,810,42222,Furnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave,3800000
3,2,1,720,42222,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave Part 1,4500000
2,1,1,360,42222,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Vijay Enclave, Mahavir Enclave",2200000
3,2,1,820,42222,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave,5200000
2,2,1,459,43137,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Mahavir Enclave Part 3,2200000
1,2,2,378,,Unfurnished,Ready_to_move,Resale,Apartment,"Narela Sector A1 carpet area 42 sqyrd status Ready to Move floor Ground out of 5 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Open bathroom 2 balcony 2 ownership Freehold Near bawana industrial area and j.j. colony. DDA Housing property LIG FLAT very nice property for single family 200 hundreds family already living IN THIS SOCIETY and very piece full atmosphere this society 24 hour guards all facility available read more Contact Owner View Phone No. Share Feedback Owner Vivek Gupta",1500000
1,1,2,450,4889,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Pocket 6 Sector A10, Narela",2200000
2,2,2,900,4222,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Pocket 1 Sector A9, Narela",3800000
1,1,1,360,5000,Unfurnished,Ready_to_move,Resale,Apartment,"DDA Janta Flats, Tikri Khurd Sector B2, Narela",1800000
2,2,3,559.7228,5092,Furnished,Ready_to_move,Resale,Apartment,Narela,2850000
1,1,3,350,7143,Unfurnished,Ready_to_move,Resale,Apartment,Narela,2500000
1,1,39,365,7143,Unfurnished,Ready_to_move,Resale,Apartment,Narela,3500000
1,1,39,390,5128,Unfurnished,Ready_to_move,Resale,Apartment,"DDA Lig Flats, Narela",2000000
1,1,39,350,5128,Unfurnished,Ready_to_move,Resale,Apartment,"DDA Flats Pocket 3, Narela",3000000
1,1,39,210,5128,Semi-Furnished,Ready_to_move,New_Property,Apartment,"DDA Lig Flats, Narela",2000000
1,1,39,50,5128,Unfurnished,Ready_to_move,New_Property,Apartment,"DDA Lig Flats, Narela",3500000
1,1,39,500,3600,Unfurnished,Ready_to_move,Resale,Apartment,"DDA Pocket H, Narela",1800000
1,1,39,350,4571,Unfurnished,Ready_to_move,Resale,Apartment,"DDA Lig Flats, Narela",1600000
1,1,1,379,4221,Unfurnished,Ready_to_move,Resale,Builder_Floor,"DDA Lig Flats, Narela",1600000
1,1,1,236.8058,4221,Unfurnished,Ready_to_move,Resale,Apartment,Narela,2000000
1,1,1,445,4221,Unfurnished,Ready_to_move,Resale,Apartment,Narela Mandi,1500000
2,1,1,452.0838,6636,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Pocket 6 Sector A10, Narela",3000000
1,1,1,350,4270,Unfurnished,Ready_to_move,New_Property,Apartment,Narela,1490000
1,1,1,437,4270,Furnished,Ready_to_move,New_Property,Apartment,"DDA Lig Flats, Narela",3500000
3,3,1,61,4270,Unfurnished,Ready_to_move,Resale,Apartment,"Bhorgarh, Narela",4000000
2,2,1,495,4270,Unfurnished,Ready_to_move,Resale,Builder_Floor,Narela,1750000
2,2,1,900,4270,Unfurnished,Ready_to_move,Resale,Apartment,Narela Sector A9,4600000
1,1,1,350,5143,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"DDA Lig Flats, Narela",1800000
2,2,1,585,3248,Unfurnished,Ready_to_move,Resale,Builder_Floor,Narela,1900000
1,1,1,198,5051,Furnished,Ready_to_move,Resale,Apartment,Narela Sector A5,1000000
1,1,1,4900,5051,Unfurnished,Ready_to_move,New_Property,Apartment,"DDA Lig Flats, Narela",1000000
1,1,1,2077.4327,5051,Unfurnished,Ready_to_move,Resale,Builder_Floor,"DDA Flats Pocket 3, Narela",1000000
1,1,1,50,5051,Semi-Furnished,Ready_to_move,New_Property,Apartment,"DDA Lig Flats, Narela",3500000
3,2,1,990,5051,Furnished,Ready_to_move,Resale,Builder_Floor,Narela,5000000
1,1,1,425,5176,Unfurnished,Ready_to_move,Resale,Apartment,Narela,2200000
2,2,,750,,Unfurnished,Almost_ready,New_Property,Builder_Floor,Malviya Nagar,13000000
3,3,2,1400,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Shivalik, Malviya Nagar",34000000
4,4,3,3600,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Geetanjali Enclave, Malviya Nagar",60000000
4,5,4,3000,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Geetanjali Enclave, Malviya Nagar",74500000
4,5,2,2750,,Unfurnished,Almost_ready,New_Property,Builder_Floor,"Geetanjali Enclave, Malviya Nagar",75000000
4,4,2,2050,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Geetanjali Enclave, Malviya Nagar",62500000
4,4,2,3000,14888,Unfurnished,Ready_to_move,New_Property,Builder_Floor,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",67000000
2,2,2,850,14888,Unfurnished,Ready_to_move,Resale,Builder_Floor,Malviya Nagar,8500000
2,2,2,750,14888,Unfurnished,Almost_ready,New_Property,Builder_Floor,Malviya Nagar,11500000
4,5,3,2600,14888,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",52500000
2,2,1,800,14888,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Malviya Nagar,12000000
2,2,2,550,14888,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Malviya Nagar,10700000
2,2,1,700,14888,Semi-Furnished,Ready_to_move,Resale,Apartment,Malviya Nagar,9000000
3,4,1,2316,14888,Furnished,Ready_to_move,Resale,Builder_Floor,"Geetanjali Enclave, Malviya Nagar",100000000
3,2,1,900,14888,Semi-Furnished,Ready_to_move,Resale,Apartment,"Khirki extension, Malviya Nagar",6200000
3,2,1,100,14888,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Malviya Nagar,17000000
2,3,2,900,14888,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Malviya Nagar carpet area 100 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 2 Open bathroom 3 balcony 2 ownership Freehold It's a Corner three story building, located in South Delhi. Amenities like Market, Schools, Hospitals, Parks, Gyms, Study Centers, Temple are all around. Very Close to Malviya Nagar Metro and Haus Khas Metro Station. Centerlize place to live. Whether you go to Gurgaon or Noida Or to other parts of the city, commuting from here is very easy. read more Contact Owner View Phone No. Share Feedback Owner Rohit",12500000
2,2,3,1500,14888,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Malviya Nagar,13000000
3,2,3,650,14888,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Khirki extension, Malviya Nagar",4200000
4,4,2,2000,14888,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Malviya Nagar,36000000
1,1,2,500,14888,Unfurnished,Ready_to_move,Resale,Apartment,Malviya Nagar,2300000
2,2,2,1125,7200,Unfurnished,Ready_to_move,Resale,Builder_Floor,Malviya Nagar,8100000
3,3,1,1300,7200,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Malviya Nagar,10000000
4,5,1,2500,7200,Unfurnished,Ready_to_move,New_Property,Builder_Floor,"Geetanjali Enclave, Malviya Nagar",62500000
4,5,2,2200,7200,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Geetanjali Enclave, Malviya Nagar",65000000
3,2,2,1290,7200,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Malviya Nagar,20000000
4,4,2,2250,7200,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Geetanjali Enclave, Malviya Nagar",57500000
3,3,2,1350,7200,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Shivalik, Malviya Nagar",30000000
3,3,1,1400,21429,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Shivalik, Malviya Nagar",30000000
3,3,2,1700,21429,Unfurnished,Ready_to_move,New_Property,Builder_Floor,"Shivalik, Malviya Nagar",30000000
1,1,,450,,Unfurnished,Ready_to_move,Resale,Apartment,"Dilshad Colony, Dilshad Garden",3300000
2,1,,750,,Unfurnished,Ready_to_move,Resale,Apartment,"Guru Teg Bahadur Enclave, Dilshad Garden",7350000
4,1,,1500,,Unfurnished,Ready_to_move,Resale,Apartment,"Dilshad Garden carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished bathroom 1 balcony 2 Mig dda flat located at a very prime location near to market, school, hospital, metro station etc. Contact Owner View Phone No. Share Feedback Owner R",12500000
1,1,1,400,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Dilshad Colony, Dilshad Garden",3500000
2,2,1,650,,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Dilshad Colony, Dilshad Garden",6500000
2,2,2,900,7666,Furnished,Ready_to_move,Resale,Builder_Floor,"Dilshad Colony, Dilshad Garden",6900000
1,1,1,400,7666,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Dilshad Colony, Dilshad Garden",3600000
3,2,2,900,7666,Semi-Furnished,Ready_to_move,Resale,Apartment,"Dilshad Colony, Dilshad Garden",13500000
3,2,1,1000,9200,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Block A, Dilshad Garden",9200000
1,1,1,405,9200,Unfurnished,Ready_to_move,Resale,Apartment,"Dilshad Colony, Dilshad Garden",2500000
3,2,1,1700,9200,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Block A, Dilshad Garden",17000000
3,2,1,800,9200,Semi-Furnished,Ready_to_move,Resale,Apartment,Dilshad Garden,9030000
3,2,10,1076.39,8640,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Dilshad Colony, Dilshad Garden",9300000
2,1,2,750,8640,Semi-Furnished,Ready_to_move,New_Property,Apartment,"DDA Pocket JK, Dilshad Garden",6500000
2,1,2,460,8640,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Dilshad Colony, Dilshad Garden",3300000
1,1,2,370,6486,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Dilshad Colony, Dilshad Garden",2400000
3,3,1,1800,8333,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Dilshad Colony, Dilshad Garden",15000000
3,1,1,1080,8333,Unfurnished,Ready_to_move,New_Property,Apartment,Dilshad Garden,7000000
1,1,1,350,12000,Unfurnished,Ready_to_move,Resale,Apartment,"DDA Pocket E, Dilshad Garden",4200000
2,1,1,500,12000,Furnished,Ready_to_move,Resale,Apartment,Dilshad Garden,5800000
3,2,1,900,12000,Semi-Furnished,Ready_to_move,Resale,Apartment,"Dilshad Colony, Dilshad Garden",4800000
2,2,1,800,9375,Semi-Furnished,Ready_to_move,Resale,Apartment,"Dilshad Colony, Dilshad Garden",7500000
1,1,1,350,9375,Unfurnished,Ready_to_move,Resale,Apartment,"DDA Flats Pocket O, Dilshad Garden",3000000
1,1,1,430.556,9375,Unfurnished,Ready_to_move,Resale,Apartment,Dilshad Garden,4300000
1,1,1,500,5200,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Dilshad Colony, Dilshad Garden",2600000
2,2,1,1450,5200,Unfurnished,Ready_to_move,Resale,Apartment,Dilshad Garden,7000000
2,2,1,800,7500,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Dilshad Colony, Dilshad Garden",6000000
2,2,1,1000,6700,Semi-Furnished,Ready_to_move,Resale,Apartment,"Dilshad Colony, Dilshad Garden",6700000
3,3,1,1000,9500,Furnished,Ready_to_move,Resale,Apartment,"DDA Pocket I, Dilshad Garden",9500000
3,2,1,1600,10625,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Block A, Dilshad Garden",17000000
2,2,,900,,Semi-Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,8000000
3,3,1,1500,,Semi-Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,12000000
2,2,1,1050,,Semi-Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,9000000
3,2,2,1300,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Samrat Apartment, Vasundhara Enclave",11500000
4,3,1,1600,,Furnished,Ready_to_move,Resale,Apartment,"Mangal Apartment, Vasundhara Enclave carpet area 1600 sqft status Ready to Move floor 4 out of 7 floors transaction Resale furnishing Furnished facing South - East overlooking Garden/Park, Main Road society Mangal Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Fully furnished , complete marble flooring, ready to move in. Contact Owner View Phone No. Share Feedback Owner Shailendra",20000000
2,2,1,900,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Prayag Apartments, Vasundhara Enclave carpet area 900 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Garden/Park, Main Road society Prayag Apartments car parking 1 Open bathroom 2 balcony 2 ownership Freehold This is 2 BHK apartment , with 2 Bathroom and one parking.This is East facing Flat.Near Metro Station is Ashok Nagar read more Contact Owner View Phone No. Share Feedback Owner Sameer Kumar",8550000
4,4,1,1350,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Abhimanyu Apartments, Vasundhara Enclave",10500000
3,2,2,1000,,Furnished,Ready_to_move,Resale,Apartment,"Fancy Apartments, Vasundhara Enclave",12000000
3,2,1,1400,,Unfurnished,Ready_to_move,Resale,Apartment,"Shantidoot Apartment, Vasundhara Enclave",11000000
3,2,1,975,,Semi-Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,12000000
2,2,114,900,,Unfurnished,Ready_to_move,Resale,Apartment,"Mangal Apartment, Vasundhara Enclave",9000000
2,2,114,1100,,Semi-Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,10000000
2,2,114,950,,Unfurnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,8100000
3,3,1,1300,,Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,9200000
3,3,1,1459,,Semi-Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,14200000
2,2,1,1000,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Satyam Apartment, Vasundhara Enclave",7500000
2,2,1,1100,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Samrat Apartment, Vasundhara Enclave",9500000
3,2,1,1450,9655,Furnished,Ready_to_move,Resale,Apartment,"Satyam Apartment, Vasundhara Enclave",14000000
3,3,1,1450,9655,Semi-Furnished,Ready_to_move,Resale,Apartment,"Abhimanyu Apartments, Vasundhara Enclave",11600000
3,3,1,1150,9655,Semi-Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,12000000
2,2,1,780,9655,Semi-Furnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,7500000
3,2,2,1300,9655,Semi-Furnished,Ready_to_move,Resale,Apartment,"Anekant Apartment, Vasundhara Enclave",9800000
3,3,1,1350,9655,Semi-Furnished,Ready_to_move,Resale,Apartment,"New Delhi Apartment, Vasundhara Enclave",12000000
3,2,1,1200,9655,Semi-Furnished,Ready_to_move,Resale,Apartment,"Mahesh Apartment, Vasundhara Enclave",12500000
3,3,1,1460,9655,Semi-Furnished,Ready_to_move,Resale,Apartment,"Pawittra Apartment, Vasundhara Enclave",16500000
3,3,1,1460,9655,Unfurnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,12000000
2,2,1,1100,9655,Unfurnished,Ready_to_move,Resale,Apartment,Vasundhara Enclave,7200000
3,3,2,1500,10000,Furnished,Ready_to_move,Resale,Apartment,"Capital Apartment, Vasundhara Enclave",15000000
2,2,1,1050,10000,Semi-Furnished,Ready_to_move,Resale,Apartment,"Hindon Apartment, Vasundhara Enclave",10000000
3,3,1,1350,10000,Semi-Furnished,Ready_to_move,Resale,Apartment,"Gobind Apartment, Vasundhara Enclave",11000000
2,2,2,1500,16466,Furnished,Almost_ready,New_Property,Apartment,"Godrej South Estate, Okhla",24700000
2,2,2,976,25512,Furnished,Almost_ready,New_Property,Apartment,"Godrej South Estate, Okhla",24900000
2,1,1,540,25512,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Abul Fazal Enclave Part 1, Okhla",3600000
1,1,1,450,25512,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Batla House, Okhla",1700000
2,2,1,900,25512,Unfurnished,Ready_to_move,Resale,Apartment,"Sukhdev Vihar, Okhla",11000000
4,4,2,2500,30000,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Sukhdev Vihar, Okhla",75000000
2,2,1,979.5149,30000,Unfurnished,Almost_ready,New_Property,Apartment,"Godrej South Estate, Okhla Phase 1",24800000
2,2,1,945,30000,Semi-Furnished,Almost_ready,New_Property,Apartment,"Godrej South Estate, Okhla Phase 1",24900000
2,2,2,976,30000,Unfurnished,Almost_ready,New_Property,Apartment,"Godrej South Estate, Okhla Phase 1",24900000
2,2,2,1531,16917,Unfurnished,Almost_ready,New_Property,Apartment,"Godrej South Estate, Okhla",25900000
2,2,2,1000,16917,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Sukhdev Vihar, Okhla",11700000
3,2,2,750,16917,Furnished,Ready_to_move,Resale,Apartment,"Sukhdev Vihar, Okhla",13500000
3,2,1,900,16917,Furnished,Ready_to_move,Resale,Builder_Floor,"Abul Fazal Enclave Part-II, Okhla",5500000
2,2,1,1512,19841,Unfurnished,Almost_ready,New_Property,Apartment,"Godrej South Estate, Okhla",30000000
3,2,2,35,19841,Semi-Furnished,Ready_to_move,Resale,Apartment,"Abul Fazal Enclave Part 1, Okhla",4950000
3,2,1,1500,19841,Semi-Furnished,Ready_to_move,Resale,Apartment,"Sukhdev Vihar, Okhla",16000000
4,4,1,2907,10320,Semi-Furnished,Ready_to_move,Resale,Apartment,"Sukhdev Vihar, Okhla",30000000
4,3,1,2210,10320,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Sukhdev Vihar, Okhla",41000000
2,2,1,750,10320,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Abul Fazal Enclave Part-II, Okhla",3800000
4,5,2,2518.7526,10320,Unfurnished,Almost_ready,New_Property,Apartment,"Godrej South Estate, Okhla Phase 1",68900000
2,2,2,588,10320,Unfurnished,Ready_to_move,New_Property,Apartment,"Jamia Nagar, Okhla",1800000
2,1,2,540,2778,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Zakir Nagar, New Friends Colony",1500000
3,3,2,1100,2778,Semi-Furnished,Ready_to_move,Resale,Apartment,"Sukhdev Vihar, Okhla",12500000
2,1,2,550,2778,Semi-Furnished,Ready_to_move,Resale,Apartment,"Batla House, Okhla",1600000
3,2,1,750,2778,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Batla House Project, Batla House, Okhla",2400000
3,2,1,1260,5556,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Abul Fazal Enclave Part 1, Okhla",7000000
2,2,1,675,5556,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Abul Fazal Enclave Part-II, Okhla",3100000
2,2,1,810,5556,Semi-Furnished,Ready_to_move,Resale,Apartment,"Sukhdev Vihar, Okhla",14500000
4,5,3,3150,5556,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Sukhdev Vihar, Okhla",61500000
4,4,1,2000,5556,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Sukhdev Vihar, Okhla",27500000
3,3,1,1775,14366,Semi-Furnished,Almost_ready,New_Property,Apartment,"The Amaryllis, Karol Bagh",25500000
3,3,2,1135,14366,Furnished,Almost_ready,Resale,Apartment,"The Amaryllis, Karol Bagh",25000000
2,2,1,1252,14776,Semi-Furnished,Almost_ready,New_Property,Apartment,"The Amaryllis, Karol Bagh",18500000
4,4,1,2000,14776,Semi-Furnished,Almost_ready,New_Property,Apartment,"The Amaryllis, Karol Bagh",39700000
4,1,1,530,14776,Semi-Furnished,Ready_to_move,Resale,Apartment,"Dev Nagar, Karol Bagh",6800000
3,2,1,1332,14776,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Beadon Pura, Karol Bagh How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 148 sqyrd status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished bathroom 2 balcony 3 ownership Freehold Contact Now Enquire Now Auction By Bank",6540000
3,3,1,1017,14776,Semi-Furnished,Ready_to_move,New_Property,Apartment,"The Amaryllis, Karol Bagh",22000000
3,3,1,1775,14366,Semi-Furnished,Almost_ready,New_Property,Apartment,"The Amaryllis, Karol Bagh",25500000
2,2,1,987,14366,Semi-Furnished,Ready_to_move,New_Property,Apartment,"The Amaryllis, Karol Bagh",17000000
3,3,1,1912,14382,Semi-Furnished,Almost_ready,New_Property,Apartment,"The Amaryllis, Karol Bagh",27500000
